L1,L2,L3,Tag1,Tag2,Tag3,Tag4,Tag5,Flav1,Flav2,Flav3,Flav4,Flav5,Item Name
Meat,Poultry,Chicken,Kosher,Health food or drink,,,,Umami,Savoury,Salty,,,Manischewitz Chicken Breast Fillets
Meat,Poultry,Chicken,Organic or additive free,Health food or drink,,,,Umami,Savoury,Bitter,,,Green Free-Range Coffee-Infused Chicken Breast
Meat,Poultry,Chicken,Fresh,Organic or additive free,Health food or drink,,,Umami,Savoury,Salty,,,Naturally grown Free-Range Chicken Breast Fillets
Meat,Poultry,Chicken,Fresh,Contains meat,Organic or additive free,Health food or drink,,Umami,Savoury,Sour,,,Pesticide-free Zesty Chicken Breast Fillets
Meat,Poultry,Chicken,Contains meat,Health food or drink,Organic or additive free,Frozen food,,Umami,Savoury,,,,Eco-friendly Frozen Chicken Breast Fillets
Meat,Poultry,Chicken,Vegetarian or vegan alternative,Frozen food,,,,Umami,Savoury,Sweet,,,Quorn Frozen Sweetener-Infused Vegan Chicken Style Fillets
Meat,Poultry,Chicken,Vegetarian or vegan alternative,Fresh,,,,Umami,Savoury,,,,Quorn Vegan Chicken Style Pieces
Meat,Poultry,Chicken,Vegetarian or vegan alternative,Health food or drink,Fresh,,,Umami,Savoury,Sweet,Sour,,Quorn Vegan Chicken Style Sweetener-Infused & Tangy Pieces
Meat,Poultry,Duck & goose,Health food or drink,Fresh,,,,Umami,Savoury,,,,Vibrant Duck Breast Fillets - Health Focused
Meat,Poultry,Duck & goose,Contains meat,Fresh,,,,Umami,Savoury,Bitter,,,Recently harvested Gressingham Duck Breast Fillets
Meat,Poultry,Duck & goose,Contains meat,Fresh,,,,Umami,Savoury,,,,Tesco Goose Breast Fillets
Meat,Poultry,Duck & goose,Just cook food,Fresh,Health food or drink,,,Umami,Savoury,,,,Farm-fresh Health-Conscious Goose Breast Fillets
Meat,Poultry,Duck & goose,Contains meat,Fresh,Health food or drink,,,Umami,Savoury,,,,Fresh Lean Duck Breast Fillets
Meat,Poultry,Duck & goose,Contains meat,Fresh,Health food or drink,,,Umami,Savoury,,,,Sainsbury's Goose Breast Fillets
Meat,Poultry,Duck & goose,Contains meat,Health food or drink,Fresh,,,Umami,Savoury,,,,Recently harvested Duck Breast Fillets
Meat,Poultry,Duck & goose,Contains meat,Fresh,Health food or drink,,,Umami,Savoury,Salty,,,Morrisons Duck Breast with Himalayan Salt
Meat,Poultry,Duck & goose,Vegetarian or vegan alternative,Halal,Frozen food,Health food or drink,,Umami,Savoury,,,,Frozen Halal Vegan Duck-Style Fillets
Meat,Poultry,Duck & goose,Frozen food,Contains meat,Health food or drink,,,Umami,Savoury,,,,Frozen Health-Conscious Duck Breast Portions
Meat,Poultry,Duck & goose,Frozen food,Health food or drink,,,,Umami,Savoury,,,,ASDA Goose Portions
Meat,Poultry,Duck & goose,Vegetarian or vegan alternative,Frozen food,Health food or drink,Organic or additive free,,Umami,Savoury,,,,Frozen Vegan Duck-Style Strips Pesticide-free
Meat,Poultry,Duck & goose,Health food or drink,Vegetarian or vegan alternative,Frozen food,,,Umami,Savoury,Sour,,,Waitrose Goose Pieces
Meat,Poultry,Duck & goose,Health food or drink,,,,,Umami,Savoury,,,,Gressingham Duck Breast Fillets - Health Conscious
Meat,Poultry,Duck & goose,Health food or drink,Halal,Fresh,Contains meat,,Umami,Savoury,,,,Halal Vibrant Duck Breast Fillets - Health Focused
Meat,Poultry,Duck & goose,Halal,Fresh,Health food or drink,,,Umami,Savoury,Spicy,,,Co-op Chilli-Infused Duck Breast Fillets
Meat,Poultry,Duck & goose,Contains meat,Halal,Frozen food,Health food or drink,,Umami,Savoury,,,,Halal Frozen Duck Breast Fillets - Health Focused
Meat,Poultry,Duck & goose,Vegetarian or vegan alternative,Halal,Health food or drink,,,Umami,Savoury,,,,Halal Vegan Duck-Style Pieces
Meat,Poultry,Duck & goose,Health food or drink,,,,,Umami,Savoury,,,,Nutritious Choice Duck Breast Fillets
Meat,Poultry,Duck & goose,Kosher,Fresh,Health food or drink,,,Umami,Savoury,Salty,,,Kosher Newly picked Duck Breast with Sea Salt
Meat,Poultry,Duck & goose,Kosher,Fresh,,,,Umami,Savoury,,,,Aldi Goose Breast Fillets
Meat,Poultry,Duck & goose,Kosher,Health food or drink,Vegetarian or vegan alternative,Fresh,,Umami,Savoury,Salty,,,Lidl Goose Breast Fillets
Meat,Poultry,Duck & goose,Health food or drink,Frozen food,Contains meat,Kosher,,Umami,Savoury,Bitter,,,Kosher Frozen Duck Breast Fillets
Meat,Poultry,Duck & goose,Frozen food,Health food or drink,Vegetarian or vegan alternative,Kosher,,Umami,Savoury,,,,Iceland Goose Breast Fillets
Meat,Poultry,Duck & goose,Contains meat,Frozen food,Health food or drink,Kosher,Organic or additive free,Umami,Savoury,,,,Kosher Pesticide-free Frozen Goose Portions
Meat,Poultry,Duck & goose,Health food or drink,,,,,Umami,Savoury,,,,Lean Duck Breast Fillets for Health-Conscious Cooking
Meat,Poultry,Duck & goose,Fresh,Organic or additive free,Contains meat,Just cook food,Health food or drink,Umami,Savoury,Sweet,,,Green Crisp Duck Breast Fillets
Meat,Poultry,Duck & goose,Organic or additive free,Fresh,Health food or drink,Vegetarian or vegan alternative,,Umami,Savoury,Bitter,,,Marks & Spencer Goose Breast Fillets
Meat,Poultry,Duck & goose,Organic or additive free,Contains meat,Health food or drink,,,Umami,Savoury,Bitter,Salty,,Eco-friendly Duck Breast Fillets
Meat,Poultry,Duck & goose,Vegetarian or vegan alternative,Fresh,,,,Umami,Savoury,,,,Vegan Duck-Style Fillets
Meat,Poultry,Other poultry,Health food or drink,Fresh,Contains meat,,,Umami,Savoury,Sweet,,,Newly picked Lean Guinea Fowl with Sweetener Glaze
Meat,Poultry,Other poultry,Just cook food,Contains meat,Frozen food,Halal,Health food or drink,Umami,Savoury,,,,Frozen Halal Ready-to-Cook Lean Quail Portions
Meat,Poultry,Other poultry,Frozen food,Organic or additive free,Kosher,Health food or drink,Vegetarian or vegan alternative,Umami,Savoury,,,,Frozen Organic Kosher Vegan Quorn-Style Poultry Pieces with Garlic & Soy Infusion
Meat,Poultry,Other poultry,Contains meat,Fresh,Halal,,,Umami,Savoury,,,,Halal Farm-fresh Pheasant Breast Fillets
Meat,Poultry,Other poultry,Halal,Contains meat,Fresh,,,Umami,Savoury,Spicy,,,Halal Newly picked Chilli Guinea Fowl Portions
Meat,Poultry,Other poultry,Kosher,Fresh,Contains meat,,,Umami,Savoury,Salty,,,Kosher Recently harvested Brined Guinea Fowl Portions
Meat,Poultry,Other poultry,Organic or additive free,Fresh,Contains meat,Health food or drink,Halal,Umami,Savoury,Bitter,Sweet,,Green Halal Fresh Guinea Fowl with Sugar syrup & Coffee Marinade
Meat,Poultry,Other poultry,Vegetarian or vegan alternative,Fresh,,,,Umami,Savoury,,,,Quorn Farm-fresh Vegan Herby & Meaty Turkey-Style Strips
Meat,Poultry,Other poultry,Frozen food,Vegetarian or vegan alternative,Health food or drink,,,Umami,Savoury,,,,Quorn Frozen Vegan Nutritious Chicken-Style Fillets (Hearty & Umami)
Meat,Poultry,Other poultry,Fresh,Vegetarian or vegan alternative,Health food or drink,,,Umami,Savoury,Sour,,,"Just picked Good for you Quorn Vegan Chicken-Style Pieces with Lemon, Herb & Soy Marinade"
Meat,Poultry,Small poultry,Contains meat,,,,,Umami,Savoury,,,,Corn-fed Free Range Poussin - Savoury & Full-bodied
Meat,Poultry,Small poultry,Fresh,Contains meat,Health food or drink,,,Umami,Savoury,Sour,,,Nutrient-Rich Recently harvested Free Range Cornish Game Hen with Tangy Full-bodied Marinade
Meat,Poultry,Small poultry,Fresh,Contains meat,Health food or drink,,,Umami,Savoury,,,,Free Range Farm-fresh Poussin - Savoury & Meaty Nutritious 500g
Meat,Poultry,Small poultry,Health food or drink,,,,,Umami,Savoury,,,,Free Range Health-Promoting Poussin - Brothy & Savoury 450g
Meat,Poultry,Small poultry,Health food or drink,,,,,Umami,Savoury,,,,Nutrient-Rich Free Range Quail - Earthy & Savoury 450g
Meat,Poultry,Small poultry,Health food or drink,Fresh,Contains meat,,,Umami,Savoury,,,,Just picked Free Nourishing Range Poussin - Savoury & Full-bodied 500g
Meat,Poultry,Small poultry,Fresh,,,,,Umami,Savoury,,,,Crisp Brothy & Savoury Guinea Fowl
Meat,Poultry,Small poultry,Health food or drink,Fresh,Contains meat,,,Umami,Savoury,,,,Nutrient-Rich Newly picked Brothy & Savoury Quail 500g
Meat,Poultry,Small poultry,Health food or drink,Fresh,Contains meat,,,Umami,Savoury,,,,Healthful Farm-fresh Full-bodied & Savoury Cornish Game Hen
Meat,Poultry,Small poultry,Fresh,Contains meat,,,,Umami,Savoury,,,,Farm-fresh Earthy & Savoury Cornish Game Hen 450g
Meat,Poultry,Small poultry,Fresh,,,,,Umami,Savoury,,,,Newly picked Umami & Savoury Poussin 400g
Meat,Poultry,Small poultry,Contains meat,Frozen food,Health food or drink,,,Umami,Savoury,,,,Frozen Health-Boosting Cornish Game Hen - Earthy & Savoury
Meat,Poultry,Small poultry,Health food or drink,Frozen food,Contains meat,,,Umami,Savoury,,,,Frozen Nutritious Savoury & Earthy Poussin Portions
Meat,Poultry,Small poultry,Frozen food,,,,,Umami,Savoury,,,,Frozen Brothy & Savoury Cornish Game Hen 450g
Meat,Poultry,Small poultry,Contains meat,Fresh,Halal,,,Umami,Savoury,,,,Halal Fresh Poussin - Savoury & Brothy
Meat,Poultry,Small poultry,Health food or drink,Vegetarian or vegan alternative,Fresh,Halal,,Umami,Savoury,,,,Halal Farm-fresh Plant-Based Quail Alternative - Umami Sustaining & Savoury 500g
Meat,Poultry,Small poultry,Health food or drink,Halal,Fresh,,,Umami,Savoury,Sweet,,,Halal Farm-fresh Nurturing Quail with Honey Glaze & Savoury Brothy Undertones
Meat,Poultry,Small poultry,Halal,Vegetarian or vegan alternative,Fresh,,,Umami,Savoury,Spicy,,,Halal Newly picked Fiery Plant-Based Chicken Wings - Earthy & Savoury
Meat,Poultry,Small poultry,Kosher,Fresh,Contains meat,,,Umami,Savoury,Salty,Sour,,"Kosher Recently harvested Poussin with Lemon Zest, Sea Salt & Savoury Full-bodied"
Meat,Poultry,Small poultry,Frozen food,Kosher,Health food or drink,Vegetarian or vegan alternative,,Umami,Savoury,,,,Kosher Frozen Quorn Brothy & Savoury Bites
Meat,Poultry,Small poultry,Contains meat,Frozen food,Health food or drink,Kosher,,Umami,Savoury,,,,Kosher Frozen Quail Portions - Umami & Savoury Nurturing
Meat,Poultry,Small poultry,Organic or additive free,Fresh,Health food or drink,Vegetarian or vegan alternative,Kosher,Umami,Savoury,,,,Kosher Pesticide-free Recently harvested Plant-Based Poussin Alternative - Earthy & Savoury
Meat,Poultry,Small poultry,Organic or additive free,Fresh,Contains meat,Health food or drink,,Umami,Savoury,Salty,Sweet,,"Chemical-free Fortifying Free Range Crisp Cornish Game Hen - Candy-sweet, Savoury, Salted & Earthy 500g"
Meat,Poultry,Small poultry,Contains meat,Fresh,Health food or drink,Organic or additive free,,Umami,Savoury,,,,"Added vitamins Organic Free Range Quail - Vibrant, Savoury & Umami 450g"
Meat,Poultry,Small poultry,Organic or additive free,Health food or drink,Frozen food,Contains meat,,Umami,Savoury,Bitter,,,Organically produced Frozen Guinea Fowl with Radicchio Healthful Infusion - Savoury & Brothy
Meat,Poultry,Small poultry,Vegetarian or vegan alternative,Fresh,Organic or additive free,Health food or drink,,Umami,Savoury,,,,Wholemeal Green Just picked Vegan Quorn Fillets - Savoury & Umami
Meat,Poultry,Small poultry,Vegetarian or vegan alternative,Frozen food,Organic or additive free,Halal,,Umami,Savoury,,,,Quorn Halal Chemical-free Frozen Savoury & Earthy Mini Fillets
Meat,Poultry,Small poultry,Just cook food,Fresh,Health food or drink,Vegetarian or vegan alternative,,Umami,Savoury,,,,Ready-to-Cook Nurturing Recently harvested Quorn Vegan Mini Fillets - Savoury & Earthy
Meat,Poultry,Small poultry,Vegetarian or vegan alternative,Fresh,Health food or drink,,,Umami,Savoury,Salty,,,Piquant Full-bodied Nurturing & Savoury Newly picked Quail with Sea Salt & Tangy Marinade 400g
Meat,Poultry,Small poultry,Health food or drink,Fresh,,,,Umami,Savoury,Sour,Spicy,Salty,"Raw guinea fowl with a hot pepper lime seasoing, himalayan salt package on the side"
Meat,Poultry,Turkey,Contains meat,Health food or drink,Fresh,,,Umami,Savoury,,,,Fresh Lean Turkey Breast Fillets 500g
Meat,Poultry,Turkey,Contains meat,Fresh,Health food or drink,,,Umami,Savoury,Salty,,,Just picked Lean Sea Salt Turkey Breast Portions 500g
Meat,Poultry,Turkey,Fresh,Contains meat,,,,Umami,Savoury,Sweet,,,Vibrant Bee syrup Turkey Breast Fillets 500g
Meat,Poultry,Turkey,Fresh,Health food or drink,Contains meat,,,Umami,Savoury,,,,Fresh Low-Fat Turkey Breast Fillets 500g
Meat,Poultry,Turkey,Fresh,Contains meat,Health food or drink,,,Umami,Savoury,Sour,,,Newly picked Lean Turkey Breast with Lemon & Herb Marinade
Meat,Poultry,Turkey,Fresh,Health food or drink,Contains meat,,,Umami,Savoury,Sweet,,,Fresh Low-Fat Turkey Breast with Soy & Nectar Glaze
Meat,Poultry,Turkey,Contains meat,Fresh,,,,Umami,Savoury,Bitter,,,Crisp Turkey Thighs with Rosemary & Kale Infusion 600g
Meat,Poultry,Turkey,Contains meat,Frozen food,Halal,Health food or drink,Kosher,Umami,Savoury,,,,Frozen Halal & Kosher Lean Turkey Breast Chunks 500g
Meat,Poultry,Turkey,Frozen food,Health food or drink,Contains meat,Halal,Kosher,Umami,Savoury,,,,Frozen Halal & Kosher Lean Turkey Breast Slices 500g
Meat,Poultry,Turkey,Contains meat,Frozen food,Health food or drink,,,Umami,Savoury,,,,Frozen Healthy Turkey Breast Fillets 500g
Meat,Poultry,Turkey,Frozen food,Contains meat,Health food or drink,,,Umami,Savoury,,,,Frozen Lean Turkey Breast Slices 500g
Meat,Poultry,Turkey,Frozen food,Health food or drink,,,,Umami,Savoury,,,,Frozen Lean Turkey Breast Fillets with Miso Glaze 450g
Meat,Poultry,Turkey,Frozen food,Contains meat,Health food or drink,,,Umami,Savoury,,,,Frozen Lean Turkey Breast Medallions 500g
Meat,Poultry,Turkey,Halal,Fresh,Contains meat,,,Umami,Savoury,Spicy,,,Halal Farm-fresh Chilli Turkey Breast Fillets
Meat,Poultry,Turkey,Halal,Contains meat,Fresh,Health food or drink,,Umami,Savoury,,,,Halal Fresh Lean Turkey Breast Fillets 500g
Meat,Poultry,Turkey,Health food or drink,,,,,Umami,Savoury,,,,Healthy Choice Turkey Breast Fillets 500g
Meat,Poultry,Turkey,Health food or drink,,,,,Umami,Savoury,,,,Lean Cuisine Turkey Breast with Mushroom Glaze 500g
Meat,Poultry,Turkey,Health food or drink,,,,,Umami,Savoury,,,,Balanced Living Turkey Breast Fillets 500g
Meat,Poultry,Turkey,Health food or drink,,,,,Umami,Savoury,,,,EatingWell Soy-Infused Turkey Breast Fillets 500g
Meat,Poultry,Turkey,Kosher,Contains meat,Fresh,Health food or drink,Organic or additive free,Umami,Savoury,Salty,,,Kosher Naturally grown Turkey Breast 400g
Meat,Poultry,Turkey,Contains meat,Kosher,Health food or drink,,,Umami,Savoury,,,,Kosher Lean Turkey Breast Fillets 400g
Meat,Poultry,Turkey,Contains meat,Health food or drink,,,,Umami,Savoury,,,,Lean Turkey Breast Fillets 400g
Meat,Poultry,Turkey,Health food or drink,Fresh,Contains meat,Organic or additive free,,Umami,Savoury,,,,Chemical-free Free-Range Vibrant Turkey Breast Fillets 450g
Meat,Poultry,Turkey,Organic or additive free,Contains meat,Health food or drink,,,Umami,Savoury,Bitter,,,Green Free-Range Turkey Breast 500g
Meat,Poultry,Turkey,Contains meat,Health food or drink,Organic or additive free,Fresh,,Umami,Savoury,,,,Pesticide-free Free-Range Turkey Breast Fillets 450g
Meat,Poultry,Turkey,Contains meat,Fresh,Organic or additive free,Health food or drink,,Umami,Savoury,,,,Organically produced Free-Range Turkey Breast Fillets 450g
Meat,Poultry,Turkey,Just cook food,Contains meat,Organic or additive free,Health food or drink,,Umami,Savoury,Sour,Spicy,,Organic Mouth burning Turkey Thighs with Zesty Marinade 450g
Meat,Poultry,Turkey,Vegetarian or vegan alternative,Fresh,Health food or drink,,,Umami,Savoury,,,,Quorn Miso-Seasoned Turkey-Style Slices 300g
Meat,Poultry,Turkey,Health food or drink,Vegetarian or vegan alternative,Fresh,,,Umami,Savoury,Sweet,,,Tesco Vibrant Lean Turkey Breast with Maple Glaze 500g
Meat,Poultry,Turkey,Health food or drink,,,,,Umami,Savoury,Sweet,,,Butterball Light & Fit Turkey Breast with Molasses Glaze 400g
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Contains meat,Fresh,Halal,Umami,Salty,Savoury,,,Halal Salted Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Halal,Contains meat,,Umami,Salty,Savoury,Spicy,Sour,Halal Hot Pickled Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Kosher,Contains meat,Fresh,Umami,Salty,Savoury,,,Kosher Smoked Earthy Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Vegetarian or vegan alternative,Fresh,,Umami,Salty,Savoury,,,Plant-Based Vibrant Bacon Strips
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Vegetarian or vegan alternative,Fresh,,Umami,Salty,Savoury,,,THIS Just picked Vegan Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Frozen food,Vegetarian or vegan alternative,,Umami,Salty,Savoury,,,Quorn Frozen Vegan Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Fresh,Vegetarian or vegan alternative,Low calorie alternative,Umami,Salty,Savoury,,,Linda McCartney Low Fat Vegan Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Fresh,Vegetarian or vegan alternative,,Umami,Salty,Savoury,,,Tesco Plant-Based Bacon Rashers (fresh)
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Fresh,Vegetarian or vegan alternative,,Umami,Salty,Savoury,Spicy,,THIS Chilli Vegan Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Vegetarian or vegan alternative,Fresh,,Umami,Salty,Savoury,Bitter,,Quorn Vegan Bacon Strips (recently harvested)
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Vegetarian or vegan alternative,,,Umami,Salty,Savoury,,,Morrisons Vegan Bacon Style Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Fresh,Contains meat,,Umami,Salty,Savoury,Bitter,Spicy,Mouth burning Hickory Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Fresh,Special event or occasion,,Umami,Salty,Savoury,Sour,,Sainsbury’s Celebration Pickled & Savoury Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Special event or occasion,Fresh,,Umami,Salty,Savoury,,,Asda Festive Newly picked Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Fresh,,,Umami,Salty,Savoury,,,Aldi Vibrant Salt-Cured Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Contains meat,Fresh,,Umami,Salty,Savoury,,,Tesco Fresh Savoury Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Fresh,Contains meat,,Umami,Salty,Savoury,Bitter,,Waitrose Freshly Cured Harsh Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Fresh,,,Umami,Salty,Savoury,,,Lidl Freshly Cured Salted Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Fresh,Contains meat,,Umami,Salty,Savoury,,,Co-op Freshly Cured Savoury Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Fresh,Contains meat,,Umami,Salty,Savoury,,,Iceland Lightly Salted Bacon calorie-cut Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Contains meat,Low calorie alternative,Fresh,Umami,Salty,Savoury,,,Morrisons Lightly Salted Reduced Fat Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Low calorie alternative,Contains meat,Fresh,Umami,Salty,Savoury,Sweet,,Sainsbury’s Reduced Fat Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Contains meat,Fresh,Low calorie alternative,Umami,Salty,Savoury,,,Waitrose Reduced Fat Savoury Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Contains meat,Low calorie alternative,,Umami,Salty,Savoury,,,Asda Reduced Fat Savoury Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Fresh,Low calorie alternative,,Umami,Salty,Savoury,,,Co-op Reduced Salt Bacon Rashers calorie-light
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Low calorie alternative,Contains meat,Fresh,Umami,Salty,Savoury,,,Tesco Reduced Salt Low Fat Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Fresh,Low calorie alternative,,Umami,Salty,Savoury,,,Lidl Savoury Salt-Cured Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Contains meat,,,Umami,Salty,Savoury,,,Aldi Savoury Salt-Cured Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Contains meat,,,Umami,Salty,Savoury,,,Linda McCartney Vegan Reduced Salt Bacon Rashers
Meat,Prepared meat,Bacon,Just cook food,Unhealthy option,Vegetarian or vegan alternative,Fresh,Low calorie alternative,Umami,Salty,Savoury,,,Tesco Vegan Reduced Salt Bacon Rashers
